,year,name,fpop0_4,fpop5_9,fpop10_14,fpop15_19,fpop20_24,fpop25_29,fpop30_34,fpop35_39,fpop40_44,fpop45_49,fpop50_54,fpop55_59,fpop60_64,fpop65_69,fpop70_74,fpop75_79,fpop80_84,fpop85_89,fpop90_94,fpop95_99,fpop100_,mpop0_4,mpop5_9,mpop10_14,mpop15_19,mpop20_24,mpop25_29,mpop30_34,mpop35_39,mpop40_44,mpop45_49,mpop50_54,mpop55_59,mpop60_64,mpop65_69,mpop70_74,mpop75_79,mpop80_84,mpop85_89,mpop90_94,mpop95_99,mpop100_
208,2020,Ukraine,1078687,1197791,1155297,956615,1030813,1350123,1759603,1810476,1668591,1615835,1514250,1710387,1758272,1525436,1218517,800438,901918,303801,160653,32965,4219,1147267,1275900,1227428,1008952,1078188,1408110,1806755,1819908,1611302,1493480,1314925,1362186,1269489,971111,669841,350586,353939,112066,58384,8372,786
209,2020,Uganda,4077913,3318437,2907031,2483393,2038304,1742044,1432008,1054679,803771,631161,483643,389335,291717,208889,167059,114817,64907,25259,7011,1043,67,4183157,3415342,2948887,2422855,1813377,1425780,1166266,892060,691541,574061,452859,340970,238142,162645,121861,84138,48877,18925,4989,684,40
210,2020,United States,9992880,9875278,10166213,10305932,10700531,11482838,11330329,10931596,10261555,10157342,10400905,11172941,10918867,9538282,7922281,5550601,3743461,2414409,1332680,464796,70909,10445659,10325131,10603765,10732423,11198945,12029149,11649087,10990413,10168231,9947289,10109501,10598811,10091925,8491889,6836985,4502437,2764750,1528872,684284,183775,21155
211,2020,Uruguay,105744,106920,111235,121192,131655,126917,119818,110460,115696,108413,98348,99203,94597,80488,69098,57125,43990,29420,14045,3925,619,109420,110789,115316,124943,134863,129976,122550,109704,111721,104170,92438,90699,81916,66659,51638,38467,24894,13881,5183,1097,129
212,2020,Uzbekistan,1177717,1142676,1123587,1173028,1307127,1530494,1482530,1251148,1032211,911001,797065,773266,625860,415052,233232,126301,145942,68881,31998,6895,757,1238121,1200607,1180554,1236506,1366041,1544282,1512107,1257777,1027073,884470,738588,702275,550292,342897,179829,99385,98483,40833,16419,2264,183
213,2020,Saint Vincent and the Grenadines,3177,3345,3537,3702,3734,3692,3544,3543,3523,3290,3203,3066,2673,2051,1332,1011,720,403,163,35,4,3248,3404,3584,3759,3811,3820,3744,3809,3809,3639,3581,3346,2823,2113,1330,892,538,244,78,12,2
214,2020,Venezuela,1212694,1202765,1171485,1137153,1131882,1161749,1150236,1083050,939467,847739,765305,704569,600065,483518,333103,208423,138164,71328,27631,4536,385,1262797,1260016,1230702,1185292,1154975,1165237,1139641,1065917,935805,835251,736323,655239,547821,430165,287666,169896,104352,49167,17817,2627,200
215,2020,"Virgin Islands, British",1035,1059,1001,1105,1310,1618,1705,1659,1595,1487,1477,1350,1072,772,534,333,193,88,42,9,1,1057,1027,937,1017,1199,1434,1541,1474,1393,1261,1282,1266,1003,726,529,310,154,63,23,4,1
216,2020,"Virgin Islands, U.S.",3244,3439,3631,2905,2727,3193,3364,3674,2961,3577,3802,4077,3803,3575,3163,2240,1319,678,218,60,7,3422,3621,3770,2847,2479,2687,2836,3269,2618,3100,3580,3700,3486,2899,2717,1980,1050,424,126,20,2
217,2020,Vietnam,3925124,3887601,3740857,3705342,3687197,4235855,4323046,4181305,3582004,3264096,2938444,2778949,2286283,1557871,983906,667881,521331,315366,136815,35949,5397,4414283,4370504,4122042,3907707,3877653,4442937,4535805,4302820,3661126,3251080,2824203,2553187,1930137,1231622,700063,404801,272356,130747,43657,7093,677
218,2020,Vanuatu,16187,16460,16294,15626,14355,12863,10632,9503,8454,7370,6298,5137,3785,2730,1860,1132,563,209,51,8,0,16939,17209,16916,15631,13952,12247,10406,9167,7914,6857,5978,4957,3735,2734,1870,1133,549,192,44,6,0
219,2020,Wallis and Futuna,504,529,524,562,529,620,610,552,584,519,488,431,389,304,226,138,96,48,24,7,1,537,575,588,629,610,678,691,692,533,518,424,372,374,316,264,170,93,39,16,4,1
220,2020,Samoa,9453,9293,10058,10111,9325,8822,7588,5740,5704,5034,4315,4189,3336,2326,1763,1393,926,451,202,34,3,9945,9935,10828,10808,9711,8864,7490,5916,6166,5553,5042,4365,3434,2210,1427,986,597,227,79,12,1
221,2020,Gaza Strip,132571,132234,131587,112367,93014,82119,63817,47516,40257,30594,24984,19590,14172,9557,6394,3915,2495,1334,417,79,7,140184,139775,138097,116222,94028,80865,61546,44730,37319,27908,23645,20548,15883,11425,7738,4214,2405,1129,300,46,4
222,2020,Kosovo,70174,73700,76665,78797,77705,72529,82353,69556,58837,52229,50444,45676,36606,29217,22699,16822,11493,5613,1643,248,20,75463,79336,82739,84760,84674,81210,92196,78982,65189,58304,55645,48907,37072,25801,16823,11437,7082,2963,748,86,6
223,2020,West Bank,172610,166098,158411,150668,143215,129093,104996,81475,72805,62855,52469,42226,30370,19584,14877,10943,6905,3586,1145,204,18,181964,174924,166550,157840,148890,132933,107116,82746,74423,64917,55444,45162,32062,20133,13515,8222,4503,2016,550,86,7
224,2020,Yemen,1823408,1845201,1815410,1674339,1476264,1282927,1129598,922248,731671,501287,381286,362561,303657,207285,137826,83600,43742,18339,5297,886,73,1892450,1908385,1871932,1722914,1516032,1317302,1151728,1029810,831275,509956,347253,308357,248748,175392,117194,66830,32287,12448,3280,448,30
225,2020,South Africa,2646988,2650124,2571845,2383839,2420539,2593651,2683291,2212728,1702083,1402558,1230901,1096296,960693,765752,558300,361454,205832,78237,19878,2576,176,2674508,2652216,2553538,2358499,2322141,2508199,2768383,2379292,1840202,1450152,1153238,973227,809670,605283,408068,251040,126973,42627,8922,989,55
226,2020,Zambia,1485137,1323282,1210401,1020612,843117,703474,587478,503893,423446,312338,237836,189591,151590,96979,76882,48439,28398,10692,2506,314,19,1516956,1345802,1226659,1028631,842392,699915,584792,504902,433166,323728,234985,173563,130732,88898,62709,38951,21018,7387,1586,180,9
227,2020,Zimbabwe,1077617,910950,825801,793183,702261,638576,557831,467587,296325,211020,163637,186186,177638,137263,95893,70912,55920,28598,6855,894,63,1086261,883479,789321,771864,664851,638815,596618,525139,343268,222666,129891,114153,113355,91811,63890,48701,36691,16478,3475,386,23
